date,state,positive,negative,tests
20200308,AR,0,6,6
20200308,AZ,5,44,49
20200308,CA,88,462,550
20200308,CO,8,104,112
20200308,CT,1,29,30
20200308,DC,1,10,11
20200308,DE,0,10,10
20200308,FL,17,118,135
20200308,GA,7,,7
20200308,HI,1,,1
20200308,IA,0,15,15
20200308,ID,0,27,27
20200308,IL,6,191,197
20200308,IN,2,,2
20200308,KS,1,11,12
20200308,KY,1,13,14
20200308,LA,0,5,5
20200308,MD,3,52,55
20200308,ME,0,1,1
20200308,MI,168,26,194
20200308,MN,1,48,49
20200308,MO,1,,1
20200308,MS,0,,0
20200308,MT,0,11,11
20200308,NC,2,,2
20200308,ND,0,0,0
20200308,NE,1,17,18
20200308,NH,4,38,42
20200308,NJ,6,31,37
20200308,NM,0,48,48
20200308,NV,1,14,15
20200308,NY,105,92,197
20200308,OH,0,10,10
20200308,OK,1,8,9
20200308,OR,14,100,114
20200308,PA,6,,6
20200308,RI,3,30,33
20200308,SC,2,8,10
20200308,SD,0,5,5
20200308,TN,3,,3
20200308,TX,8,,8
20200308,UT,1,,1
20200308,VA,2,36,38
20200308,VT,1,28,29
20200308,WA,249,2208,2457
20200308,WI,1,31,32
20200308,WV,0,2,2
20200308,WY,0,,0
20200307,AK,0,12,12
20200307,AL,0,,0
20200307,AR,0,6,6
20200307,AZ,5,44,49
20200307,CA,69,462,531
20200307,CO,8,55,63
20200307,CT,0,,0
20200307,DC,0,8,8
20200307,DE,0,10,10
20200307,FL,14,100,114
20200307,GA,6,,6
20200307,HI,1,,1
20200307,IA,0,15,15
20200307,ID,0,27,27
20200307,IL,6,191,197
20200307,IN,1,,1
20200307,KS,0,11,11
20200307,KY,1,9,10
20200307,LA,0,,0
20200307,MD,3,41,44
20200307,ME,0,1,1
20200307,MI,128,18,146
20200307,MN,1,48,49
20200307,MO,0,,0
20200307,MS,0,,0
20200307,MT,0,11,11
20200307,NC,2,,2
20200307,ND,0,0,0
20200307,NE,1,17,18
20200307,NH,2,20,22
20200307,NJ,4,,4
20200307,NM,0,48,48
20200307,NV,1,14,15
20200307,NY,76,92,168
20200307,OH,0,9,9
20200307,OK,1,,1
20200307,OR,7,77,84
20200307,PA,4,,4
20200307,RI,2,30,32
20200307,SC,2,8,10
20200307,SD,0,5,5
20200307,TN,1,,1
20200307,TX,8,,8
20200307,UT,1,,1
20200307,VA,0,31,31
20200307,VT,0,16,16
20200307,WA,182,1746,1928
20200307,WI,1,31,32
20200307,WV,0,2,2
20200307,WY,0,,0
20200306,AK,0,8,8
20200306,AR,0,6,6
20200306,AZ,3,33,36
20200306,CA,60,462,522
20200306,CO,2,46,48
20200306,DC,0,8,8
20200306,DE,0,10,10
20200306,FL,9,55,64
20200306,GA,2,,2
20200306,IA,0,15,15
20200306,IL,5,180,185
20200306,IN,1,,1
20200306,KS,0,4,4
20200306,KY,0,7,7
20200306,MD,3,26,29
20200306,MI,98,8,106
20200306,MN,0,36,36
20200306,NC,2,,2
20200306,NE,0,17,17
20200306,NH,2,20,22
20200306,NJ,1,,1
20200306,NM,0,16,16
20200306,NV,1,14,15
20200306,NY,33,92,125
20200306,OH,0,8,8
20200306,OR,3,64,67
20200306,PA,2,,2
20200306,RI,3,17,20
20200306,SC,0,5,5
20200306,TN,1,,1
20200306,TX,5,,5
20200306,VA,0,21,21
20200306,VT,0,8,8
20200306,WA,150,1378,1528
20200306,WI,1,31,32
20200306,WV,0,1,1
20200305,AZ,2,28,30
20200305,CA,53,462,515
20200305,CO,0,19,19
20200305,DC,0,6,6
20200305,FL,9,31,40
20200305,GA,2,,2
20200305,IL,5,165,170
20200305,MD,0,17,17
20200305,MI,72,8,80
20200305,NC,1,,1
20200305,NE,0,17,17
20200305,NH,2,16,18
20200305,NJ,1,,1
20200305,NV,1,14,15
20200305,NY,22,76,98
20200305,OH,0,7,7
20200305,OR,3,45,48
20200305,RI,2,17,19
20200305,SC,0,5,5
20200305,TN,1,,1
20200305,TX,1,,1
20200305,VA,0,18,18
20200305,WA,97,943,1040
20200305,WI,1,19,20
20200304,AZ,2,27,29
20200304,CA,53,462,515
20200304,FL,2,24,26
20200304,GA,2,,2
20200304,IL,4,124,128
20200304,MI,52,,52
20200304,NC,1,,1
20200304,NH,2,10,12
20200304,NY,6,48,54
20200304,OR,3,29,32
20200304,RI,2,11,13
20200304,SC,0,5,5
20200304,TX,1,,1
20200304,WA,76,631,707
20200304,WI,1,19,20
20200303,MI,34,,34
20200303,RI,2,6,8
20200303,WA,58,427,485
20200302,MI,18,,18
20200302,RI,1,,1
20200302,WA,34,229,263
20200301,MI,9,,9
20200301,RI,1,,1
20200301,WA,30,81,111
